"airplaneID","AirlineID","airplaneType"
19493,"AF","AR8"
19494,"AF","F50"
19495,"AF","DH4"
19496,"AF","DH4"
19497,"AF","M88"
19498,"AF","738"
19499,"AF","320"
19500,"AF","CRJ"
19501,"AF","CRJ"
19502,"AF","717 319"
19503,"AF","76W"
19504,"AF","DH4"
19505,"AF","DH4"
19506,"AF","DH4"
19507,"AF","73W"
19508,"AF","772"
19509,"AF","772"
19510,"AF","CRJ"
19511,"AF","333"
19512,"AF","E70 E90 CR7"
19513,"AF","320 321 319 32A"
19514,"AF","E90"
19515,"AF","CRK"
19516,"AF","E75 E90"
19517,"AF","319"
19518,"AF","319 32S E75 321 E90"
19519,"AF","ER4 CR7"
19520,"AF","319 320"
19521,"AF","32A 320"
19522,"AF","77W"
19523,"AF","AT5 32A 320"
19524,"AF","AT5"
19525,"AF","343"
19526,"AF","757 M90"
19527,"AF","318"
19528,"AF","AR8"
19529,"AF","AT5"
19530,"AF","332"
19531,"AF","M88"
19532,"AF","764"
19533,"AF","318"
19534,"AF","764"
19535,"AF","76W"
19536,"AF","AT7"
19537,"AF","AT7"
19538,"AF","CRJ"
19539,"AF","CRJ"
19540,"AF","320"
19541,"AF","77W 332"
19542,"AF","73G"
19543,"AF","F50"
19544,"AF","CR9 CR7"
19545,"AF","E70 E90"
19546,"AF","E90 E70"
19547,"AF","ER4"
19548,"AF","M88 CR7 CRJ"
19549,"AF","CR9"
19550,"AF","CR7"
19551,"AF","717 M88 319 320"
19552,"AF","77W 772"
19553,"AF","CR9 CR7 M88"
19554,"AF","M88 CR7 319 717 CRJ"
19555,"AF","CRJ"
19556,"AF","757"
19557,"AF","CR7"
19558,"AF","321 319 320 318"
19559,"AF","320"
19560,"AF","777"
19561,"AF","73W"
19562,"AF","E70 AR8"
19563,"AF","321 318 320 32A"
19564,"AF","319"
19565,"AF","777"
19566,"AF","321"
19567,"AF","77W"
19568,"AF","321 320 32B E90 319"
19569,"AF","77W"
19570,"AF","320"
19571,"AF","772 77W"
19572,"AF","757"
19573,"AF","CR7"
19574,"AF","763 332 330"
19575,"AF","E90"
19576,"AF","717 M88 CR7 CRJ"
19577,"AF","320 M88 319"
19578,"AF","388 77W"
19579,"AF","M88 717 319"
19580,"AF","77W"
19581,"AF","77W 772"
19582,"AF","CR7 CR9"
19583,"AF","CRJ"
19584,"AF","M88 320 M90"
19585,"AF","320 319 321"
19586,"AF","320"
19587,"AF","319"
19588,"AF","717 CR9"
19589,"AF","757"
19590,"AF","333"
19591,"AF","F50"
19592,"AF","319 738 752"
19593,"AF","333"
19594,"AF","76W"
19595,"AF","332 772 388 343"
19596,"AF","752"
19597,"AF","76W"
19598,"AF","764 76W"
19599,"AF","764"
19600,"AF","CR9"
19601,"AF","764"
19602,"AF","738"
19603,"AF","343"
19604,"AF","388"
19605,"AF","332 330"
19606,"AF","319"
19607,"AF","319 320"
19608,"AF","E70"
19609,"AF","332 330"
19610,"AF","772 77W"
19611,"AF","320"
19612,"AF","319"
19613,"AF","777"
19614,"AF","772"
19615,"AF","777"
19616,"AF","330"
19617,"AF","332 330"
19618,"AF","77W"
19619,"AF","739 738 757"
19620,"AF","763 757 76W"
19621,"AF","388 772"
19622,"AF","757"
19623,"AF","757"
19624,"AF","772"
19625,"AF","772 77W"
19626,"AF","320"
19627,"AF","AR8"
19628,"AF","F50"
19629,"AF","F50"
19630,"AF","AR8"
19631,"AF","F50"
19632,"AF","AR8"
19633,"AF","AR8"
19634,"AF","E90"
19635,"AF","AR8"
19636,"AF","E90"
19637,"AF","AR8 F50"
19638,"AF","F50"
19639,"AF","F50 AR8"
19640,"AF","319 320 321"
19641,"AF","CRJ CR9"
19642,"AF","CRJ"
19643,"AF","343"
19644,"AF","M88 757"
19645,"AF","320"
19646,"AF","320"
19647,"AF","764 77L 76W"
19648,"AF","764"
19649,"AF","321 320 319"
19650,"AF","76W 77L"
19651,"AF","76W 764"
19652,"AF","764"
19653,"AF","76W"
19654,"AF","DH4"
19655,"AF","319"
19656,"AF","319 320"
19657,"AF","77W"
19658,"AF","319 318 320 32A 321"
19659,"AF","E90"
19660,"AF","320 32S 319"
19661,"AF","738 757"
19662,"AF","319 318 320 321"
19663,"AF","M88"
19664,"AF","320"
19665,"AF","E70"
19666,"AF","E90"
19667,"AF","738 E90"
19668,"AF","332"
19669,"AF","319"
19670,"AF","AT5"
19671,"AF","DH4"
19672,"AF","330"
19673,"AF","E90"
19674,"AF","738 E90 763"
19675,"AF","763 E90"
19676,"AF","ER4 DH4"
19677,"AF","E90"
19678,"AF","319"
19679,"AF","320"
19680,"AF","F70"
19681,"AF","E75"
19682,"AF","320"
19683,"AF","ER4 AT5"
19684,"AF","ER4"
19685,"AF","320 319 318"
19686,"AF","CRK"
19687,"AF","AT5"
19688,"AF","ER4"
19689,"AF","320"
19690,"AF","CRJ ER4"
19691,"AF","320 319"
19692,"AF","CRK"
19693,"AF","AT5"
19694,"AF","E90 CRK"
19695,"AF","319 320 CRK"
19696,"AF","ER4 CRK"
19697,"AF","DH4 F70"
19698,"AF","764"
19699,"AF","321 320 318 32A 319"
19700,"AF","764"
19701,"AF","738 E90"
19702,"AF","76W"
19703,"AF","321 320"
19704,"AF","E75 DH4"
19705,"AF","738"
19706,"AF","M88"
19707,"AF","M88 M90 757"
19708,"AF","757 M88"
19709,"AF","332"
19710,"AF","CRJ"
19711,"AF","320 319 717"
19712,"AF","320 M88 319"
19713,"AF","74Y"
19714,"AF","744"
19715,"AF","CRJ"
19716,"AF","M88 757 M90 73H"
19717,"AF","77W"
19718,"AF","320"
19719,"AF","M88 M90"
19720,"AF","319 320"
19721,"AF","320"
19722,"AF","320 319"
19723,"AF","320 319"
19724,"AF","M88"
19725,"AF","AT7"
19726,"AF","CR9"
19727,"AF","CRJ"
19728,"AF","772"
19729,"AF","CR7 717 CR9 CRJ"
19730,"AF","320 318 319 32A"
19731,"AF","E75 E90"
19732,"AF","321 319 CRK"
19733,"AF","320 AT7"
19734,"AF","320 319"
19735,"AF","319"
19736,"AF","319"
19737,"AF","319"
19738,"AF","320"
19739,"AF","320 319"
19740,"AF","319 320"
19741,"AF","319 32A 318 321 320"
19742,"AF","AT7"
19743,"AF","319"
19744,"AF","AT7"
19745,"AF","320"
19746,"AF","319"
19747,"AF","AT7"
19748,"AF","319"
19749,"AF","320 321 319"
19750,"AF","320 319"
19751,"AF","320"
19752,"AF","319"
19753,"AF","320"
19754,"AF","320"
19755,"AF","319 320"
19756,"AF","320 319"
19757,"AF","320 319"
19758,"AF","77W"
19759,"AF","343 AT7 319 332"
19760,"AF","AT7"
19761,"AF","CR7 320 CR9"
19762,"AF","320 757 M88"
19763,"AF","332"
19764,"AF","757"
19765,"AF","764"
19766,"AF","E75 CR9"
19767,"AF","753"
19768,"AF","753"
19769,"AF","M90 757 M88"
19770,"AF","319 CR7"
19771,"AF","CR9"
19772,"AF","CR9"
19773,"AF","CR9"
19774,"AF","764"
19775,"AF","320 319 318 32A 321"
19776,"AF","772"
19777,"AF","ER4 CRJ"
19778,"AF","AT7"
19779,"AF","ER4"
19780,"AF","717 CR9 319"
19781,"AF","321"
19782,"AF","M88"
19783,"AF","763"
19784,"AF","73W"
19785,"AF","763"
19786,"AF","E70"
19787,"AF","E90"
19788,"AF","738 E90"
19789,"AF","E90"
19790,"AF","320"
19791,"AF","AT7"
19792,"AF","E90 73W 73H"
19793,"AF","AT7"
19794,"AF","320 318 321 319"
19795,"AF","AT7"
19796,"AF","319 32S E75 321 E90"
19797,"AF","AT7"
19798,"AF","764"
19799,"AF","319 320"
19800,"AF","320 319"
19801,"AF","320 319"
19802,"AF","319 320 321"
19803,"AF","E95"
19804,"AF","320 319"
19805,"AF","320"
19806,"AF","320"
19807,"AF","AR8"
19808,"AF","332"
19809,"AF","332 343"
19810,"AF","332"
19811,"AF","332"
19812,"AF","332"
19813,"AF","77W 788 388"
19814,"AF","752"
19815,"AF","772"
19816,"AF","320"
19817,"AF","ER4"
19818,"AF","320"
19819,"AF","ER4"
19820,"AF","ER4"
19821,"AF","321 318 319 320"
19822,"AF","ER4"
19823,"AF","AR8 F50"
19824,"AF","E75 DH4"
19825,"AF","319"
19826,"AF","ER4"
19827,"AF","320 319"
19828,"AF","AT5"
19829,"AF","DH4"
19830,"AF","E70"
19831,"AF","CRJ"
19832,"AF","M88 CR9"
19833,"AF","CR7 M88"
19834,"AF","717 M88"
19835,"AF","332"
19836,"AF","M88 M90 319"
19837,"AF","321 320 319"
19838,"AF","CRK 319"
19839,"AF","321 319"
19840,"AF","319 321 CRK 320"
19841,"AF","321 319 320"
19842,"AF","343"
19843,"AF","CRK AT7"
19844,"AF","320 319"
19845,"AF","F50"
19846,"AF","77W"
19847,"AF","F50"
19848,"AF","320 32S 319"
19849,"AF","CRK"
19850,"AF","E90 738"
19851,"AF","320 319"
19852,"AF","AT7"
19853,"AF","319 CRK 321"
19854,"AF","321 320 319"
19855,"AF","320 319 321"
19856,"AF","AT5"
19857,"AF","E90 738"
19858,"AF","77W"
19859,"AF","319 CRK"
19860,"AF","77W"
19861,"AF","DH4"
19862,"AF","CRK AT7"
19863,"AF","CRK 319 321 320"
19864,"AF","320 319 321"
19865,"AF","E90"
19866,"AF","321 320 319"
19867,"AF","343"
19868,"AF","332"
19869,"AF","738"
19870,"AF","32A 320"
19871,"AF","320"
19872,"AF","M90 757"
19873,"AF","739 738 73H"
19874,"AF","77W 772"
19875,"AF","332"
19876,"AF","CRJ"
19877,"AF","M90 320 738 73H"
19878,"AF","752"
19879,"AF","757 739"
19880,"AF","CRJ"
19881,"AF","AT5"
19882,"AF","AT5"
19883,"AF","M88 CR9 717"
19884,"AF","752"
19885,"AF","E90 738"
19886,"AF","332"
19887,"AF","M90"
19888,"AF","772"
19889,"AF","321 320 32A"
19890,"AF","E90 CRK"
19891,"AF","320 319"
19892,"AF","32A AT5 320"
19893,"AF","77W"
19894,"AF","32A 320"
19895,"AF","AT5"
19896,"AF","738"
19897,"AF","772"
19898,"AF","E90"
19899,"AF","319 CRK"
19900,"AF","744"
19901,"AF","744"
19902,"AF","M88"
19903,"AF","772 77W 388"
19904,"AF","757"
19905,"AF","320"
19906,"AF","319 320"
19907,"AF","319 320"
19908,"AF","752 M88 M90 739"
19909,"AF","321"
19910,"AF","M90 M88 73H"
19911,"AF","733 735 73C"
19912,"AF","AT7"
19913,"AF","DH4"
19914,"AF","319"
19915,"AF","DH4"
19916,"AF","CRJ"
19917,"AF","332"
19918,"AF","M88 M90"
19919,"AF","752"
19920,"AF","M90 757 M88"
19921,"AF","F50 AR8"
19922,"AF","332"
19923,"AF","319 343 AT7 332"
19924,"AF","77W"
19925,"AF","73H 763 739"
19926,"AF","757 320 M90"
19927,"AF","M88 717 319"
19928,"AF","CRJ"
19929,"AF","77W 772"
19930,"AF","M88"
19931,"AF","744"
19932,"AF","AT5"
19933,"AF","739 76W 757"
19934,"AF","332"
19935,"AF","753"
19936,"AF","76W"
19937,"AF","763 739 757"
19938,"AF","388"
19939,"AF","753"
19940,"AF","CRJ"
19941,"AF","772"
19942,"AF","320"
19943,"AF","320"
19944,"AF","CRJ"
19945,"AF","77W"
19946,"AF","73W 738"
19947,"AF","738 757"
19948,"AF","73H 753 757"
19949,"AF","763 757 738"
19950,"AF","332"
19951,"AF","AT5"
19952,"AF","757"
19953,"AF","757"
19954,"AF","321 320"
19955,"AF","DH4"
19956,"AF","DH4"
19957,"AF","DH4"
19958,"AF","DH4"
19959,"AF","E95"
19960,"AF","DH4"
19961,"AF","DH4"
19962,"AF","DH4"
19963,"AF","M90"
19964,"AF","772"
19965,"AF","M90 717 M88"
19966,"AF","738"
19967,"AF","76W"
19968,"AF","AR8"
19969,"AF","757"
19970,"AF","E70"
19971,"AF","319 320 321"
19972,"AF","320"
19973,"AF","319"
19974,"AF","ER4 CR7 E70"
19975,"AF","ER4 CR7"
19976,"AF","320 319"
19977,"AF","CRK AT7"
19978,"AF","319 320"
19979,"AF","343"
19980,"AF","M88 CR9"
19981,"AF","735"
19982,"AF","319 M88 CRJ 717"
19983,"AF","CRK 319 321 320"
19984,"AF","320"
19985,"AF","E90"
19986,"AF","320"
19987,"AF","320 319 321"
19988,"AF","319 320"
19989,"AF","319 320"
19990,"AF","319"
19991,"AF","319 320 CRK"
19992,"AF","320 319"
19993,"AF","320 319 321"
19994,"AF","319 320"
19995,"AF","319"
19996,"AF","319 320"
19997,"AF","319 320"
19998,"AF","320"
19999,"AF","320"
20000,"AF","320"
20001,"AF","772"
20002,"AF","757 739"
20003,"AF","777"
20004,"AF","777"
20005,"AF","CRJ"
20006,"AF","E90 AR8 E70"
20007,"AF","CR7 CR9"
20008,"AF","321 319 320"
20009,"AF","319 320"
20010,"AF","M90"
20011,"AF","321 319 320 318"
20012,"AF","320 319"
20013,"AF","CRJ 717 CR7 CR9"
20014,"AF","772 777"
20015,"AF","318 320 319 32A"
20016,"AF","ER4 CRK"
20017,"AF","320 319"
20018,"AF","320"
20019,"AF","319 320"
20020,"AF","E70"
20021,"AF","320 318 319 32A 321"
20022,"AF","DH4 F70"
20023,"AF","738"
20024,"AF","CRJ"
20025,"AF","717 319 M88"
20026,"AF","E70"
20027,"AF","321 318 319 320"
20028,"AF","738"
20029,"AF","332"
20030,"AF","738"
20031,"AF","CRJ CR9 CR7"
20032,"AF","CR9"
20033,"AF","744 343"
20034,"AF","CR7"
20035,"AF","772"
20036,"AF","AR8"
20037,"AF","318"
20038,"AF","AT7"
20039,"AH","738 ATR 736"
20040,"AH","738"
20041,"AH","738"
20042,"AH","738"
20043,"AH","738"
20044,"AH","ATR"
20045,"AH","736"
20046,"AH","738"
20047,"AH","736"
20048,"AH","736 ATR"
20049,"AH","ATR 736 738"
20050,"AH","738"
20051,"AH","736"
20052,"AH","736"
20053,"AH","ATR 738"
20054,"AH","736 738"
20055,"AH","736"
20056,"AH","738 ATR"
20057,"AH","738"
20058,"AH","ATR 738"
20059,"AH","736"
20060,"AH","736"
20061,"AH","ATR 738"
20062,"AH","736"
20063,"AH","330 736 738"
20064,"AH","767"
20065,"AH","ATR 736 738 767"
20066,"AH","738"
20067,"AH","738"
20068,"AH","330"
20069,"AH","ATR"
20070,"AH","ATR"
20071,"AH","736"
20072,"AH","736"
20073,"AH","736"
20074,"AH","ATR"
20075,"AH","736"
20076,"AH","736"
20077,"AH","ATR"
20078,"AH","ATR"
20079,"AH","736"
20080,"AH","736"
20081,"AH","736"
20082,"AH","736"
20083,"AH","736 738"
20084,"AH","736"
20085,"AH","736"
20086,"AH","ATR"
20087,"AH","736"
20088,"AH","ATR"
20089,"AH","736 738"
20090,"AH","738"
20091,"AH","ATR"
20092,"AH","ATR 738"
20093,"AH","736 330"
20094,"AH","736"
20095,"AH","330"
20096,"AH","738"
20097,"AH","ATR 738"
20098,"AH","736"
20099,"AH","ATR"
20100,"AH","ATR"
20101,"AH","ATR"
20102,"AH","738"
20103,"AH","738 ATR"
20104,"AH","736"
20105,"AH","736 738"
20106,"AH","736"
20107,"AH","330"
20108,"AH","736"
20109,"AH","ATR"
20110,"AH","ATR"
20111,"AH","ATR"
20112,"AH","ATR"
20113,"AH","ATR"
20114,"AH","ATR"
20115,"AH","736"
20116,"AH","736"
20117,"AH","736"
20118,"AH","738 ATR"
20119,"AH","738"
20120,"AH","738"
20121,"AH","736"
20122,"AH","738"
20123,"AH","ATR 738"
20124,"AH","736"
20125,"AH","738"
20126,"AH","738"
20127,"AH","ATR"
20128,"AH","736"
20129,"AH","736"
20130,"AH","ATR 738"
20131,"AH","738"
20132,"AH","738"
20133,"AH","736"
20134,"AH","ATR"
20135,"AH","738"
20136,"AH","330 738"
20137,"AH","738"
20138,"AH","330"
20139,"AH","736"
20140,"AH","736"
20141,"AH","736"
20142,"AH","738 ATR 767 736"
20143,"AH","ATR"
20144,"AH","738"
20145,"AH","ATR"
20146,"AH","ATR"
20147,"AH","738"
20148,"AH","738"
20149,"AH","736"
20150,"AH","738"
20151,"AH","738 736"
20152,"AH","ATR"
20153,"AH","736"
20154,"AH","736"
20155,"AH","738"
20156,"AH","738"
20157,"AH","330"
20158,"AH","ATR"
20159,"AH","ATR"
20160,"AH","ATR"
20161,"AH","ATR"
20162,"AH","736"
20163,"AH","736"
20164,"AH","736"
20165,"AH","ATR"
20166,"AH","ATR"
20167,"AH","ATR"
20168,"AH","ATR"
20169,"AH","736"
20170,"AH","736"
20171,"AH","ATR"
20172,"AH","ATR"
20173,"AH","736"
20174,"AH","ATR"
20175,"AH","ATR"
20176,"AH","ATR"
20177,"AH","736"
20178,"AH","ATR"
20179,"AH","ATR"
20180,"AH","ATR"
20181,"AH","738"
20182,"AH","736"
20183,"AH","738"
20184,"AH","738"
20185,"AH","736"
20186,"AH","738"
20187,"AH","736"
20188,"AH","736"
20189,"AH","738"
20190,"AH","736 738"
20191,"AH","738"
20192,"AH","738"
20193,"AH","738"
20194,"AH","738"
20195,"AH","736"
20196,"AH","738"
20197,"AH","736"
20198,"AH","736"
20199,"AH","736"
20200,"AH","738"
20201,"AH","736"
20202,"AH","738"
20203,"AH","738"
20204,"AH","736"
20205,"AH","738"
20206,"AH","736 738"
20207,"AH","738"
20208,"AH","736"
20209,"AH","ATR"
20210,"AH","ATR"
20211,"AH","736"
20212,"AH","ATR"
20213,"AH","736 738"
20214,"AH","738"
20215,"AH","738"
20216,"AH","ATR 736"
20217,"AH","ATR"
20218,"AH","ATR"
20219,"AH","ATR"
20220,"AH","ATR"
20221,"AH","ATR"
20222,"AH","736 ATR"
20223,"AH","736 ATR 738 767"
20224,"AH","ATR"
20225,"AH","736"
20226,"AH","ATR"
20227,"AH","330"
20228,"AH","767 736"
20229,"AH","ATR"
20230,"AH","ATR"
20231,"AH","ATR"
20232,"AH","738"
20233,"AH","736"
20234,"AH","736"
20235,"AH","736"
20236,"AH","ATR"
20237,"AH","736"
20238,"AH","736"
20239,"AH","736"
20240,"AH","736 330 738"
20241,"AH","736"
20242,"AH","738"
20243,"AH","736"
20244,"AH","736"
20245,"AH","736"
20246,"AH","736"
20247,"AH","738"
20248,"AH","736"
20249,"AH","330"
20250,"AH","738"
20251,"AH","ATR 738"
20252,"AH","738"
20253,"AH","738"
20254,"AH","738"
20255,"AH","736"
20256,"AH","ATR"
20257,"AH","ATR"
20258,"AH","ATR"
20259,"AH","736"
20260,"AH","738 ATR"
20261,"AH","738"
20262,"AH","738"
20263,"AH","738"
20264,"AH","736"
20265,"AH","736"
20266,"AH","738"
20267,"AH","ATR"
20268,"AH","ATR"
20269,"AH","ATR"
20270,"AH","736"
20271,"AH","736"
20272,"AH","330"
20273,"AI","752"
20274,"AI","763"
20275,"AI","CR7"
20276,"AI","320"
20277,"AI","ATR"
20278,"AI","319"
20279,"AI","319"
20280,"AI","321 320 77W"
20281,"AI","319 321"
20282,"AI","320"
20283,"AI","320"
20284,"AI","321 788 320"
20285,"AI","319"
20286,"AI","319"
20287,"AI","319"
20288,"AI","319"
20289,"AI","319 320"
20290,"AI","CR7"
20291,"AI","320"
20292,"AI","319"
20293,"AI","321"
20294,"AI","788"
20295,"AI","321"
20296,"AI","321"
20297,"AI","772"
20298,"AI","319"
20299,"AI","319"
20300,"AI","ATR"
20301,"AI","320 788"
20302,"AI","74H"
20303,"AI","319"
20304,"AI","319"
20305,"AI","ATR"
20306,"AI","320"
20307,"AI","320"
20308,"AI","763"
20309,"AI","CR7"
20310,"AI","321 320 77W"
20311,"AI","319"
20312,"AI","319"
20313,"AI","321"
20314,"AI","321"
20315,"AI","319"
20316,"AI","738"
20317,"AI","320 319"
20318,"AI","321"
20319,"AI","320"
20320,"AI","319"
20321,"AI","321 319 77W 788"
20322,"AI","321"
20323,"AI","77W"
20324,"AI","744"
20325,"AI","321"
20326,"AI","CR7"
20327,"AI","319 744"
20328,"AI","320"
20329,"AI","330"
20330,"AI","CR7"
20331,"AI","321"
20332,"AI","319"
20333,"AI","319"
20334,"AI","319"
20335,"AI","77W"
20336,"AI","319"
20337,"AI","332"
20338,"AI","788"
20339,"AI","320"
20340,"AI","319 332"
20341,"AI","320"
20342,"AI","332"
20343,"AI","333"
20344,"AI","319"
20345,"AI","319"
20346,"AI","319"
20347,"AI","77W"
20348,"AI","319"
20349,"AI","319"
20350,"AI","319"
20351,"AI","333"
20352,"AI","738"
20353,"AI","321"
20354,"AI","744"
20355,"AI","321"
20356,"AI","744"
20357,"AI","77W"
20358,"AI","321"
20359,"AI","319"
20360,"AI","319"
20361,"AI","319"
20362,"AI","319"
20363,"AI","321 788"
20364,"AI","320"
20365,"AI","319"
20366,"AI","319 320"
20367,"AI","319"
20368,"AI","319"
20369,"AI","319"
20370,"AI","319 320"
20371,"AI","ATR 319 320"
20372,"AI","319"
20373,"AI","319"
20374,"AI","320"
20375,"AI","320"
20376,"AI","ATR"
20377,"AI","333"
20378,"AI","788"
20379,"AI","321"
20380,"AI","321"
20381,"AI","320"
20382,"AI","320"
20383,"AI","321"
20384,"AI","ATR"
20385,"AI","ATR"
20386,"AI","319"
20387,"AI","744"
20388,"AI","321 320"
20389,"AI","319"
20390,"AI","320"
20391,"AI","321"
20392,"AI","319"
20393,"AI","320"
20394,"AI","CR7 ATR"
20395,"AI","CR7"
20396,"AI","763"
20397,"AI","319 321"
20398,"AI","788 321 320"
20399,"AI","319"
20400,"AI","CR7 319 320"
20401,"AI","320"
20402,"AI","319"
20403,"AI","788"
20404,"AI","321"
20405,"AI","788 320"
20406,"AI","788 321 77W 319"
20407,"AI","321 788"
20408,"AI","788"
20409,"AI","320"
20410,"AI","320 321"
20411,"AI","320"
20412,"AI","CR7 ATR"
20413,"AI","ATR"
20414,"AI","320"
20415,"AI","788"
20416,"AI","788"
20417,"AI","320"
20418,"AI","788"
20419,"AI","320 321 319 77W"
20420,"AI","333"
20421,"AI","320"
20422,"AI","330"
20423,"AI","321"
20424,"AI","321"
20425,"AI","CR7 ATR"
20426,"AI","320"
20427,"AI","319"
20428,"AI","321"
20429,"AI","321"
20430,"AI","319"
20431,"AI","319"
20432,"AI","77W"
20433,"AI","77W"
20434,"AI","CR7"
20435,"AI","320"
20436,"AI","ATR"
20437,"AI","320 321"
20438,"AI","ATR"
20439,"AI","788 77W"
20440,"AI","321"
20441,"AI","ATR"
20442,"AI","332 321 320 319"
20443,"AI","320"
20444,"AI","788"
20445,"AI","332"
20446,"AI","333"
20447,"AI","319"
20448,"AI","788"
20449,"AI","77W"
20450,"AI","319"
20451,"AI","320 321"
20452,"AI","788"
20453,"AI","77W 77L"
20454,"AI","788"
20455,"AI","CR7"
20456,"AI","321 319"
20457,"AI","788"
20458,"AI","319"
20459,"AI","767"
20460,"AI","320 321"
20461,"AI","321"
20462,"AI","333"
20463,"AI","ATR"
20464,"AI","319"
20465,"AI","320"
20466,"AI","320"
20467,"AI","320"
20468,"AI","319"
20469,"AI","321"
20470,"AI","321"
20471,"AI","788"
20472,"AI","319"
20473,"AI","77W"
20474,"AI","74H"
20475,"AI","744"
20476,"AI","788"
20477,"AI","343"
20478,"AI","73H"
20479,"AI","319 320"
20480,"AI","320"
20481,"AI","320"
20482,"AI","ATR"
20483,"AI","319"
20484,"AI","321"
20485,"AI","319"
20486,"AI","320"
20487,"AI","320"
20488,"AI","319"
20489,"AI","CR7"
20490,"AI","320"
20491,"AI","788"
20492,"AI","788"
20493,"AI","788"
20494,"AI","77W"
20495,"AI","77W"
20496,"AI","320"
20497,"AI","319"
20498,"AI","319 744"
20499,"AI","319"
20500,"AI","321 320 319 77W"
20501,"AI","744"
20502,"AI","320"
20503,"AI","319"
20504,"AI","319"
20505,"AI","321"
20506,"AI","321"
20507,"AI","319"
20508,"AI","321"
20509,"AI","333"
20510,"AI","788"
20511,"AI","77W"
20512,"AI","77W"
20513,"AI","320"
20514,"AI","320"
20515,"AI","319"
20516,"AI","319"
20517,"AI","320"
20518,"AI","ATR"
20519,"AI","330"
20520,"AI","330"
20521,"AI","319"
20522,"AI","319 320"
20523,"AI","321"
20524,"AI","321"
20525,"AI","CR7"
20526,"AI","CR7 ATR"
20527,"AI","ATR"
20528,"AI","321"
20529,"AI","320"
20530,"AI","319"
20531,"AI","320"
20532,"AI","319"
20533,"AI","319"
20534,"AI","319"
20535,"AI","319"
20536,"AI","321"
20537,"AI","ATR 319 320"
20538,"AI","ATR"
20539,"AI","ATR"
20540,"AI","321"
20541,"AI","319"
20542,"AI","319"
20543,"AI","CR7"
20544,"AI","321"
20545,"AI","319"
20546,"AI","319"
20547,"AI","319"
20548,"AI","319"
20549,"AI","77W"
20550,"AI","744"
20551,"AI","77W"
20552,"AI","744"
20553,"AI","77W"
20554,"AI","772"
20555,"AI","319"
20556,"AI","CR7"
20557,"AI","332"
20558,"AI","320"
20559,"AI","788"
20560,"AI","ATR"
20561,"AI","319"
20562,"AI","320 321"
20563,"AI","321"
20564,"AI","333 772"
20565,"AI","ATR"
20566,"AI","320"
20567,"AI","320"
20568,"AI","388"
20569,"AI","788"
20570,"AI","788 77W"
20571,"AI","772"
20572,"AI","320"
20573,"AI","CR7"
20574,"AI","321"
20575,"AI","ATR"
20576,"AI","320"
20577,"AI","319 332 320"
20578,"AI","319"
20579,"AI","321"
20580,"AI","319"
20581,"AI","321 320 332 319"
20582,"AI","343"
20583,"AI","320"
20584,"AI","320"
20585,"AI","319"
20586,"AI","321"
20587,"AI","319"
20588,"AI","332"
20589,"AI","321"
20590,"AI","332"
20591,"AI","320"
20592,"AI","320"
20593,"AI","320"
20594,"AI","319"
20595,"AI","319"
20596,"AI","788"
20597,"AI","788"
20598,"AI","320"
20599,"AI","332"
20600,"AI","332"
20601,"AI","332"
20602,"AI","333"
20603,"AI","346"
20604,"AI","319"
20605,"AI","319"
20606,"AI","788"
20607,"AI","388"
20608,"AI","388"
20609,"AI","77W"
20610,"AI","319"
20611,"AI","320 321"
20612,"AI","319"
20613,"AI","319"
20614,"AI","788"
20615,"AI","319"
20616,"AI","320"
20617,"AI","319"
20618,"AI","319"
20619,"AI","77W"
20620,"AI","77W"
20621,"AI","77W 77L"
20622,"AI","77W"
20623,"AI","77W"
20624,"AI","77W"
20625,"AI","321"
20626,"AI","320"
20627,"AI","321"
20628,"AI","321"
20629,"AI","320"
20630,"AI","ATR"
20631,"AI","772"
20632,"AI","333"
20633,"AI","788"
20634,"AI","77W"
20635,"AI","77W"
20636,"AI","333 772"
20637,"AI","332"
20638,"AI","388"
20639,"AI","CR7"
20640,"AI","321 319"
20641,"AI","320"
20642,"AI","319"
20643,"AI","788"
20644,"AI","788"
20645,"AI","321"
20646,"AI","320"
20647,"AI","319"
20648,"AI","321"
20649,"AI","320"
20650,"AI","320"
20651,"AI","77W"
20652,"AI","320"
20653,"AI","319"
20654,"AI","319"
20655,"AI","319"
20656,"AI","767"
20657,"AI","320"
20658,"AI","319"
20659,"AI","320 321"
20660,"AI","321"
20661,"AI","319"
20662,"AI","321"
20663,"AI","321"
20664,"AI","333"
20665,"AI","333"
20666,"AK","320"
20667,"AK","320"
20668,"AK","320"
20669,"AK","320"
20670,"AK","320"
20671,"AK","320"
20672,"AK","320"
20673,"AK","320"
20674,"AK","320"
20675,"AK","320"
20676,"AK","320"
20677,"AK","320"
20678,"AK","320"
20679,"AK","320"
20680,"AK","320"
20681,"AK","320"
20682,"AK","320"
20683,"AK","320"
20684,"AK","320"
20685,"AK","320"
20686,"AK","320"
20687,"AK","320"
20688,"AK","320"
20689,"AK","320"
20690,"AK","320"
20691,"AK","320"
20692,"AK","320"
20693,"AK","320"
20694,"AK","320"
20695,"AK","320"
20696,"AK","320"
20697,"AK","320"
20698,"AK","320"
20699,"AK","320"
20700,"AK","320"
20701,"AK","320"
20702,"AK","320"
20703,"AK","320"
20704,"AK","320"
20705,"AK","320"
20706,"AK","320"
20707,"AK","320"
