"airplaneID","AirlineID","airplaneType"
46946,"KL","CRJ"
46947,"KL","32S"
46948,"KL","CR7 CR9"
46949,"KL","M90"
46950,"KL","737 EMJ"
46951,"KL","717 CR7 CRJ CR9"
46952,"KL","777"
46953,"KL","73G"
46954,"KL","737"
46955,"KL","737 EMJ"
46956,"KL","737 EMJ"
46957,"KL","CRJ"
46958,"KL","717 319 M88"
46959,"KL","737"
46960,"KL","73G"
46961,"KL","320"
46962,"KL","320"
46963,"KL","320"
46964,"KL","777"
46965,"KL","32S"
46966,"KL","CRJ CR7 CR9"
46967,"KL","73W"
46968,"KL","737"
46969,"KL","73W"
46970,"KL","73W"
46971,"KL","737"
46972,"KL","M11"
46973,"KL","330"
46974,"KL","73W"
46975,"KL","73W"
46976,"KL","330"
46977,"KL","737"
46978,"KL","737"
46979,"KL","737"
46980,"KL","M11 330 747 74M"
46981,"KL","737"
46982,"KL","73W"
46983,"KL","73W"
46984,"KL","737"
46985,"KL","EMJ 737"
46986,"KM","319"
46987,"KM","320 319"
46988,"KM","320"
46989,"KM","320"
46990,"KM","320"
46991,"KM","320 319"
46992,"KM","320"
46993,"KM","319"
46994,"KM","320 319"
46995,"KM","320"
46996,"KM","319 320"
46997,"KM","319"
46998,"KM","319 320"
46999,"KM","319"
47000,"KM","320"
47001,"KM","320"
47002,"KM","319 320"
47003,"KM","320"
47004,"KM","320 319"
47005,"KM","319 320"
47006,"KM","320"
47007,"KM","320"
47008,"KM","320"
47009,"KM","319 737"
47010,"KM","332"
47011,"KM","319 320"
47012,"KM","320 319"
47013,"KM","320 319"
47014,"KM","319 320"
47015,"KM","320 319"
47016,"KM","320"
47017,"KM","319"
47018,"KM","320 319"
47019,"KM","320"
47020,"KM","320"
47021,"KM","320 319"
47022,"KM","320"
47023,"KM","320 319"
47024,"KM","320"
47025,"KM","319 320"
47026,"KM","319 320"
47027,"KM","320"
47028,"KM","320"
47029,"KM","319 320"
47030,"KM","320"
47031,"KM","320 319"
47032,"KM","319 320"
47033,"KM","320"
47034,"KM","320"
47035,"KM","320"
47036,"KM","319 737"
47037,"KM","332"
47038,"KM","319 320"
47039,"KM","320 319"
47040,"KM","320 319"
47041,"KM","319 320"
47042,"KM","320 319"
47043,"KM","320"
47044,"KM","320"
47045,"KM","319 320"
47046,"KM","319"
47047,"KM","320"
47048,"KM","320 319"
47049,"KM","320"
47050,"KM","320"
47051,"KM","319"
47052,"KM","320"
47053,"KM","320"
47054,"KM","319 320"
47055,"KM","319"
47056,"KM","320"
47057,"KM","319"
47058,"KM","319 320"
47059,"KM","319"
47060,"KM","320"
47061,"KM","320 319"
47062,"KM","320"
47063,"KM","320"
47064,"KM","320"
47065,"KM","319"
47066,"KM","320"
47067,"KM","320"
47068,"KM","319 320"
47069,"KM","319"
47070,"KN","737"
47071,"KN","737"
47072,"KN","737"
47073,"KN","737"
47074,"KN","737"
47075,"KN","737"
47076,"KN","737"
47077,"KN","737"
47078,"KN","737"
47079,"KN","737"
47080,"KN","737"
47081,"KN","737"
47082,"KN","737"
47083,"KN","737"
47084,"KN","737"
47085,"KN","737"
47086,"KN","737"
47087,"KN","737"
47088,"KN","737"
47089,"KN","737"
47090,"KN","737"
47091,"KN","737"
47092,"KN","737"
47093,"KN","737"
47094,"KN","737"
47095,"KN","737"
47096,"KN","737"
47097,"KN","737"
47098,"KN","737"
47099,"KN","737"
47100,"KN","737"
47101,"KN","737"
47102,"KN","737"
47103,"KN","737"
47104,"KN","737"
47105,"KN","737"
47106,"KN","737"
47107,"KN","737"
47108,"KN","737"
47109,"KN","737"
47110,"KN","737"
47111,"KN","737"
47112,"KN","737"
47113,"KN","737"
47114,"KN","737"
47115,"KN","737"
47116,"KN","737"
47117,"KN","737"
47118,"KN","737"
47119,"KN","737"
47120,"KN","737"
47121,"KN","737"
47122,"KN","737"
47123,"KN","737"
47124,"KN","737"
47125,"KN","737"
47126,"KN","737"
47127,"KN","737"
47128,"KN","737"
47129,"KN","737"
47130,"KN","737"
47131,"KN","737"
47132,"KN","737"
47133,"KN","737"
47134,"KN","737"
47135,"KN","737"
47136,"KN","737"
47137,"KN","737"
47138,"KN","737"
47139,"KN","737"
47140,"KN","737 73G"
47141,"KN","737"
47142,"KN","737"
47143,"KN","737"
47144,"KN","737"
47145,"KN","737"
47146,"KN","737"
47147,"KN","737"
47148,"KN","737"
47149,"KN","737"
47150,"KN","737"
47151,"KN","737"
47152,"KN","737"
47153,"KN","737"
47154,"KN","737"
47155,"KN","737"
47156,"KN","737"
47157,"KN","737"
47158,"KN","737"
47159,"KN","737 73G"
47160,"KN","737"
47161,"KN","737"
47162,"KN","737"
47163,"KN","737"
47164,"KN","737"
47165,"KN","737"
47166,"KN","737"
47167,"KN","737"
47168,"KO",""
47169,"KO",""
47170,"KQ","73W 738"
47171,"KQ","73W 738"
47172,"KQ","738"
47173,"KQ","738"
47174,"KQ","738"
47175,"KQ","738"
47176,"KQ","E90"
47177,"KQ","E90"
47178,"KQ","772"
47179,"KQ","E90 E70"
47180,"KQ","ER4"
47181,"KQ","E70"
47182,"KQ","E70 E90"
47183,"KQ","763"
47184,"KQ","763"
47185,"KQ","763"
47186,"KQ","73W"
47187,"KQ","73W"
47188,"KQ","E90"
47189,"KQ","772 73W"
47190,"KQ","738"
47191,"KQ","738"
47192,"KQ","763"
47193,"KQ","773"
47194,"KQ","763"
47195,"KQ","738"
47196,"KQ","E90"
47197,"KQ","AT7"
47198,"KQ","73W"
47199,"KQ","73W 738"
47200,"KQ","738"
47201,"KQ","73W"
47202,"KQ","E90"
47203,"KQ","763"
47204,"KQ","320"
47205,"KQ","73W"
47206,"KQ","E90 E70"
47207,"KQ","AR8"
47208,"KQ","733"
47209,"KQ","E90"
47210,"KQ","E90"
47211,"KQ","738"
47212,"KQ","738 763 73W"
47213,"KQ","738"
47214,"KQ","E90"
47215,"KQ","73W E90"
47216,"KQ","763"
47217,"KQ","763"
47218,"KQ","E90 E70"
47219,"KQ","332"
47220,"KQ","320"
47221,"KQ","E90"
47222,"KQ","E90"
47223,"KQ","738 763 73W"
47224,"KQ","319"
47225,"KQ","AT7"
47226,"KQ","E70 E90"
47227,"KQ","E90 E70"
47228,"KQ","E70"
47229,"KQ","E90 E70"
47230,"KQ","733 E90 E70"
47231,"KQ","E70 E90"
47232,"KQ","738"
47233,"KQ","772"
47234,"KQ","E90 763 E70"
47235,"KQ","E90 738 763"
47236,"KQ","738"
47237,"KQ","738"
47238,"KQ","E90"
47239,"KQ","738 E90 763"
47240,"KQ","763 E90 E70"
47241,"KQ","ER3"
47242,"KQ","E90"
47243,"KQ","E90 733"
47244,"KQ","E90"
47245,"KQ","319"
47246,"KQ","AT7"
47247,"KQ","AT4"
47248,"KQ","E70"
47249,"KQ","73W 738"
47250,"KQ","738"
47251,"KQ","E90"
47252,"KQ","772"
47253,"KQ","E90 E70"
47254,"KQ","E70 E90"
47255,"KQ","763"
47256,"KQ","73W"
47257,"KQ","E90"
47258,"KQ","772 73W 763"
47259,"KQ","738 73W"
47260,"KQ","773"
47261,"KQ","763"
47262,"KQ","E90"
47263,"KQ","73W"
47264,"KQ","E90"
47265,"KQ","763"
47266,"KQ","73W E90"
47267,"KQ","E90 E70"
47268,"KQ","733"
47269,"KQ","E90"
47270,"KQ","763 738"
47271,"KQ","E90"
47272,"KQ","763 E90 E70"
47273,"KQ","332"
47274,"KQ","320"
47275,"KQ","E90"
47276,"KQ","738 763 73W"
47277,"KQ","E70 E90"
47278,"KQ","E90 E70"
47279,"KQ","E90 E70"
47280,"KQ","733 E90 E70"
47281,"KQ","E70 E90"
47282,"KQ","738"
47283,"KQ","772"
47284,"KQ","E90 763 E70"
47285,"KQ","738"
47286,"KQ","E90 738 763"
47287,"KQ","E90"
47288,"KQ","733 E90"
47289,"KQ","E90"
47290,"KQ","319"
47291,"KQ","AT4"
47292,"KQ","E70"
47293,"KQ","E90"
47294,"KQ","E90 738"
47295,"KQ","ER4"
47296,"KQ","73W 738"
47297,"KQ","E90 738"
47298,"KQ","AT7"
47299,"KQ","E90"
47300,"KQ","E90"
47301,"KQ","E90 738"
47302,"KQ","ER4"
47303,"KQ","ER4"
47304,"KQ","738"
47305,"KQ","73W 738"
47306,"KQ","320"
47307,"KQ","E90 738"
47308,"KQ","319"
47309,"KQ","ER3"
47310,"KQ","AT7"
47311,"KQ","AT7"
47312,"KR","320"
47313,"KR","320"
47314,"KR","320"
47315,"KR","320"
47316,"KR","320"
47317,"KR","320"
47318,"KR","320"
47319,"KR","320"
47320,"KR","320"
47321,"KR","320"
47322,"KR","320"
47323,"KR","320"
47324,"KR","320"
47325,"KR","320"
47326,"KR","320"
47327,"KR","320"
47328,"KR","320"
47329,"KR","320"
47330,"KR","320"
47331,"KR","320"
47332,"KR","320"
47333,"KR","320"
47334,"KS","SF3"
47335,"KS","SF3"
47336,"KS","SF3"
47337,"KS","SF3"
47338,"KS","SF3"
47339,"KS","SF3"
47340,"KS","SF3"
47341,"KS","SF3"
47342,"KS","SF3"
47343,"KS","SF3"
47344,"KS","SF3"
47345,"KS","SF3"
47346,"KS","SF3"
47347,"KS","SF3"
47348,"KS","SF3"
47349,"KS","SF3"
47350,"KS","SF3"
47351,"KS","SF3"
47352,"KS","SF3"
47353,"KS","SF3"
47354,"KS","SF3"
47355,"KS","SF3"
47356,"KS","SF3"
47357,"KS","SF3"
47358,"KS","SF3"
47359,"KS","SF3"
47360,"KS","SF3"
47361,"KS","SF3"
47362,"KU","73W"
47363,"KU","AB6 310 320"
47364,"KU","320"
47365,"KU","320"
47366,"KU","320"
47367,"KU","AB6 320"
47368,"KU","340"
47369,"KU","340"
47370,"KU","777"
47371,"KU","777 340 320 AB6"
47372,"KU","340"
47373,"KU","340"
47374,"KU","AB6"
47375,"KU","AB6"
47376,"KU","AB6"
47377,"KU","310"
47378,"KU","AB6 320"
47379,"KU","320 310"
47380,"KU","320 310 AB6"
47381,"KU","340"
47382,"KU","340"
47383,"KU","340"
47384,"KU","340"
47385,"KU","340"
47386,"KU","320"
47387,"KU","320"
47388,"KU","320"
47389,"KU","320"
47390,"KU","321"
47391,"KU","340 AB6 310 320"
47392,"KU","777"
47393,"KU","777"
47394,"KU","340"
47395,"KU","340"
47396,"KU","73W"
47397,"KU","AB6 310 320"
47398,"KU","320"
47399,"KU","320"
47400,"KU","AB6 320"
47401,"KU","340"
47402,"KU","777"
47403,"KU","777 340 320 AB6"
47404,"KU","AB6"
47405,"KU","AB6"
47406,"KU","AB6"
47407,"KU","310"
47408,"KU","AB6 320"
47409,"KU","320 310"
47410,"KU","320 310 AB6"
47411,"KU","340"
47412,"KU","340"
47413,"KU","320"
47414,"KU","320"
47415,"KU","320"
47416,"KU","320"
47417,"KU","321"
47418,"KU","340 AB6 310 320"
47419,"KU","777"
47420,"KU","340"
47421,"KU","320"
47422,"KU","AB6 777"
47423,"KU","310"
47424,"KU","320"
47425,"KU","320"
47426,"KU","320 AB6 310"
47427,"KU","738"
47428,"KU","310 AB6"
47429,"KU","320"
47430,"KU","777"
47431,"KU","AB6 777"
47432,"KU","310"
47433,"KU","320"
47434,"KU","320"
47435,"KU","340"
47436,"KU","320"
47437,"KU","320 AB6 310"
47438,"KU","320"
47439,"KU","738"
47440,"KU","310 AB6"
47441,"KX","DHT 733"
47442,"KX","DHT"
47443,"KX","DHT 733"
47444,"KX","733"
47445,"KX","733"
47446,"KX","733"
47447,"KX","733"
47448,"KX","DHT"
47449,"KX","733"
47450,"KX","733"
47451,"KX","733"
47452,"KX","733"
47453,"KX","733"
47454,"KX","733"
47455,"KX","733"
47456,"KX","733"
47457,"KX","DHT"
47458,"KX","DHT"
47459,"KX","733"
47460,"KX","733"
47461,"KX","733"
47462,"KX","733"
47463,"KX","733"
47464,"KY","73G"
47465,"KY","73G"
47466,"KY","73G"
47467,"KY","73G"
47468,"KY","73G"
47469,"KY","73G"
47470,"KY","73G"
47471,"KY","73G"
47472,"KY","73G"
47473,"KY","73G"
47474,"KY","73G"
47475,"KY","73G"
47476,"KY","73G"
47477,"KY","73G"
47478,"KY","73G"
47479,"KY","73G"
47480,"KY","73G"
47481,"KY","73G"
47482,"KY","73G"
47483,"KY","73G"
47484,"KY","73G"
47485,"KY","73G"
47486,"KY","73G"
47487,"KY","73G"
47488,"KY","73G"
47489,"KY","73G"
47490,"KY","73G"
47491,"KY","73G"
47492,"KY","73G"
47493,"KY","73G"
47494,"KY","73G"
47495,"KY","73G"
47496,"KY","73G"
47497,"KY","73G"
47498,"KY","73G"
47499,"KY","73G"
47500,"KY","73G"
47501,"KY","73G"
47502,"KY","73G"
47503,"KY","73G"
47504,"KY","73G"
47505,"KY","73G"
47506,"KY","738"
47507,"KY","73G"
47508,"KY","73G"
47509,"KY","73G"
47510,"KY","73G"
47511,"KY","73G"
47512,"KY","73G"
47513,"KY","73G"
47514,"KY","73G"
47515,"KY","73G"
47516,"L6","73G"
47517,"L6","73G"
47518,"L6","73G"
47519,"L6","73G"
47520,"L6","73G"
47521,"L6","73G"
47522,"L6","73G"
47523,"L6","73G"
47524,"L6","73G"
47525,"L6","73G"
47526,"L6","73G"
47527,"L6","73G"
47528,"L6","73G"
47529,"L6","73G"
47530,"L6","73G"
47531,"L6","73G"
47532,"L6","73G"
47533,"L6","73G"
47534,"L6","73G"
47535,"L6","73G"
47536,"L6","73G"
47537,"L6","73G"
47538,"L6","73G"
47539,"L6","73G"
47540,"L6","73G"
47541,"L6","73G"
47542,"L6","73G"
47543,"L6","73G"
47544,"L6","73G"
47545,"L6","73G"
47546,"LA","320"
47547,"LA","320"
47548,"LA","320"
47549,"LA","320"
47550,"LA","320"
47551,"LA","320"
47552,"LA","320"
47553,"LA","320"
47554,"LA","320"
47555,"LA","320"
47556,"LA","320"
47557,"LA","320"
47558,"LA","320"
47559,"LA","320"
47560,"LA","320"
47561,"LA","343"
47562,"LA","343 340"
47563,"LA","320"
47564,"LA","319 320"
47565,"LA","320"
47566,"LA","320 319"
47567,"LA","DH2"
47568,"LA","319"
47569,"LA","319"
47570,"LA","319"
47571,"LA","320"
47572,"LA","320"
47573,"LA","320"
47574,"LA","320"
47575,"LA","320"
47576,"LA","320"
47577,"LA","320"
47578,"LA","320"
47579,"LA","320"
47580,"LA","320"
47581,"LA","320"
47582,"LA","320"
47583,"LA","320"
47584,"LA","320"
47585,"LA","320"
47586,"LA","320"
47587,"LA","319"
47588,"LA","320"
47589,"LA","763"
47590,"LA","DH2"
47591,"LA","320"
47592,"LA","319 763"
47593,"LA","320"
47594,"LA","757 763"
47595,"LA","320"
47596,"LA","DH2"
47597,"LA","320"
47598,"LA","DH2"
47599,"LA","763"
47600,"LA","320"
47601,"LA","DH2"
47602,"LA","320"
47603,"LA","DH2"
47604,"LA","320"
47605,"LA","320 319"
47606,"LA","763"
47607,"LA","319"
47608,"LA","763"
47609,"LA","763"
47610,"LA","320 319"
47611,"LA","319"
47612,"LA","320"
47613,"LA","320"
47614,"LA","320"
47615,"LA","320"
47616,"LA","738"
47617,"LA","320"
47618,"LA","320"
47619,"LA","320"
47620,"LA","320"
47621,"LA","319 320"
47622,"LA","320"
47623,"LA","320"
47624,"LA","320"
47625,"LA","320"
47626,"LA","737"
47627,"LA","763"
47628,"LA","763"
47629,"LA","319"
47630,"LA","319"
47631,"LA","320 319"
47632,"LA","319"
47633,"LA","319"
47634,"LA","763"
47635,"LA","763"
47636,"LA","DH2"
47637,"LA","DH2"
47638,"LA","DH2"
47639,"LA","DH2"
47640,"LA","320"
47641,"LA","320"
47642,"LA","320 330"
47643,"LA","319"
47644,"LA","763"
47645,"LA","320 763 787 319"
47646,"LA","787"
47647,"LA","320"
47648,"LA","320 319"
47649,"LA","763"
47650,"LA","330 320"
47651,"LA","320 763"
47652,"LA","330"
47653,"LA","320"
47654,"LA","319 763 320"
47655,"LA","763"
47656,"LA","319"
47657,"LA","763"
47658,"LA","763 343 346"
47659,"LA","319 763"
47660,"LA","319"
47661,"LA","DH2"
47662,"LA","DH2"
47663,"LA","320"
47664,"LA","319"
47665,"LA","763"
47666,"LA","763"
47667,"LA","320"
47668,"LA","320"
47669,"LA","320"
47670,"LA","320 319"
47671,"LA","320"
47672,"LA","320 319"
47673,"LA","319"
47674,"LA","763"
47675,"LA","787"
47676,"LA","319"
47677,"LA","319"
47678,"LA","319"
47679,"LA","763"
47680,"LA","320"
47681,"LA","319 320"
47682,"LA","319 763"
47683,"LA","319"
47684,"LA","320 319"
47685,"LA","319"
47686,"LA","320"
47687,"LA","320"
47688,"LA","319"
47689,"LA","763"
47690,"LA","763"
47691,"LA","319 763 320"
47692,"LA","763"
47693,"LA","319"
47694,"LA","319"
47695,"LA","319"
47696,"LA","763"
47697,"LA","319"
47698,"LA","763"
47699,"LA","319"
47700,"LA","763 346 343"
47701,"LA","738 763"
47702,"LA","320"
47703,"LA","319 320"
47704,"LA","319"
47705,"LA","319"
47706,"LA","320"
47707,"LA","763 320 319"
47708,"LA","320"
47709,"LA","319 320"
47710,"LA","320 319"
47711,"LA","320 319"
47712,"LA","320"
47713,"LA","319"
47714,"LA","320"
47715,"LA","319"
47716,"LA","319"
47717,"LA","320"
47718,"LA","320"
47719,"LA","320 319"
47720,"LA","787"
47721,"LA","330"
47722,"LA","320"
47723,"LA","763 346 343"
47724,"LA","787"
47725,"LA","346 343"
47726,"LA","320"
47727,"LA","738"
47728,"LA","320"
47729,"LA","320"
47730,"LA","320 319"
47731,"LA","763"
47732,"LA","737"
47733,"LA","763"
47734,"LA","320"
47735,"LA","763 757"
47736,"LA","763"
47737,"LA","738"
47738,"LA","763"
47739,"LA","763 757"
47740,"LA","738"
47741,"LA","763"
47742,"LA","763"
47743,"LA","320"
47744,"LA","320"
47745,"LA","DH2"
47746,"LA","320"
47747,"LA","320 763"
47748,"LA","320"
47749,"LA","DH2"
47750,"LA","319 320"
47751,"LA","320"
47752,"LA","DH2"
47753,"LA","319"
47754,"LA","319"
47755,"LA","319"
47756,"LA","320"
47757,"LA","320"
47758,"LA","320"
47759,"LA","320"
47760,"LA","763"
47761,"LA","320"
47762,"LA","763"
47763,"LA","763"
47764,"LA","320"
47765,"LA","320"
47766,"LA","320"
47767,"LA","DH2"
47768,"LA","320"
47769,"LA","320"
47770,"LA","320"
47771,"LA","340 343"
47772,"LA","320 319"
47773,"LA","320"
47774,"LA","320"
47775,"LA","320"
47776,"LA","763"
47777,"LA","320 319"
47778,"LA","763"
47779,"LA","320"
47780,"LA","320"
47781,"LA","319 320"
47782,"LA","763"
47783,"LA","763"
47784,"LA","320 763 787 319"
47785,"LA","320 319"
47786,"LA","763 320 319"
47787,"LA","763"
47788,"LA","763"
47789,"LA","320"
47790,"LA","787"
47791,"LA","763 320 319"
47792,"LA","320 319"
47793,"LA","787"
47794,"LA","320 319"
47795,"LA","763"
47796,"LA","763"
47797,"LA","320 763"
47798,"LA","320"
47799,"LA","763"
47800,"LA","320"
47801,"LA","744"
47802,"LA","319"
47803,"LA","319"
47804,"LA","319"
47805,"LA","320"
47806,"LA","320"
47807,"LA","343"
47808,"LA","744"
47809,"LA","320"
47810,"LA","319 320"
47811,"LA","319"
47812,"LA","320 319"
47813,"LA","320 319"
47814,"LA","320"
47815,"LA","320"
47816,"LA","DH2"
47817,"LA","320"
47818,"LA","319"
47819,"LA","320"
47820,"LA","346"
47821,"LA","320"
47822,"LA","320"
47823,"LA","320"
47824,"LA","DH2"
47825,"LA","320"
47826,"LA","319"
47827,"LA","319"
47828,"LA","319"
47829,"LA","319"
47830,"LA","319"
47831,"LC","757"
47832,"LC","737"
47833,"LC","737"
47834,"LC","737"
47835,"LC","737"
47836,"LC","757"
47837,"LC","757"
47838,"LC","737"
47839,"LC","737"
47840,"LC","737"
47841,"LC","737"
47842,"LC","737"
47843,"LC","737"
47844,"LC","737"
47845,"LC","757"
47846,"LC","737"
47847,"LF","737"
47848,"LF","737"
47849,"LF","737"
47850,"LF","737"
47851,"LG","73W"
47852,"LG","73H"
47853,"LG","73H"
47854,"LG","73W 73H"
47855,"LG","73W"
47856,"LG","73W ER4 73H"
47857,"LG","73W"
47858,"LG","DH4"
47859,"LG","ER4"
47860,"LG","73H"
47861,"LG","DH4"
47862,"LG","73W"
47863,"LG","73W"
47864,"LG","DH4"
47865,"LG","ER4 DH4"
47866,"LG","73H"
47867,"LG","DH4"
47868,"LG","ER4 DH4"
47869,"LG","DH4"
47870,"LG","73H"
47871,"LG","73W"
47872,"LG","DH4"
47873,"LG","CNJ"
47874,"LG","73H"
47875,"LG","73H"
47876,"LG","DH4"
47877,"LG","73H"
47878,"LG","ER4 DH4"
47879,"LG","DH4"
47880,"LG","DH4"
47881,"LG","73W 73H"
47882,"LG","ER4"
47883,"LG","DH4"
47884,"LG","73H"
47885,"LG","DH4"
47886,"LG","73W"
47887,"LG","DH4"
47888,"LG","73W 73H"
47889,"LG","73H"
47890,"LG","73W 73H"
47891,"LG","73H"
47892,"LG","73W 73H"
47893,"LG","73W ER4"
47894,"LG","73W"
47895,"LG","ER4"
47896,"LG","73H"
47897,"LG","DH4"
47898,"LG","73W"
47899,"LG","73W"
47900,"LG","DH4"
47901,"LG","ER4 DH4"
47902,"LG","73H"
47903,"LG","DH4"
47904,"LG","ER4 DH4"
47905,"LG","73H"
47906,"LG","DH4"
47907,"LG","73H 73W"
47908,"LG","DH4"
47909,"LG","CNJ"
47910,"LG","73H"
47911,"LG","DH4"
47912,"LG","73H"
47913,"LG","ER4 DH4"
47914,"LG","DH4"
47915,"LG","73H"
47916,"LG","ER4"
47917,"LG","73H"
47918,"LG","DH4"
47919,"LG","73W"
47920,"LG","DH4"
47921,"LG","73W 73H"
47922,"LG","73H"
47923,"LG","ER4"
47924,"LG","ER4"
47925,"LG","DH4 ER4"
47926,"LG","DH4 ER4"
47927,"LG","DH4"
47928,"LG","DH4"
47929,"LG","73H 73W"
47930,"LG","73H 73W"
47931,"LG","73H"
47932,"LG","73H 73W"
47933,"LG","DH4"
47934,"LG","73H 73W"
47935,"LG","DH4 ER4"
47936,"LG","73H"
47937,"LG","DH4 ER4"
47938,"LG","73H"
47939,"LG","ER4"
47940,"LG","ER4"
47941,"LG","DH4 ER4"
47942,"LG","DH4 ER4"
47943,"LG","DH4"
47944,"LG","73W"
47945,"LG","DH4"
47946,"LG","73H 73W"
47947,"LG","73H 73W"
47948,"LG","73H"
47949,"LG","73H 73W"
47950,"LG","DH4"
47951,"LG","DH4 ER4"
47952,"LG","DH4"
47953,"LG","73W"
47954,"LG","73H 73W"
47955,"LG","DH4 ER4"
47956,"LG","DH4 ER4"
47957,"LG","73H"
47958,"LG","DH4 ER4"
47959,"LG","73H"
47960,"LG","73H"
47961,"LH","332"
47962,"LH","333"
47963,"LH","333"
47964,"LH","343"
47965,"LH","343"
47966,"LH","735"
47967,"LH","333"
47968,"LH","319 321 320"
47969,"LH","73W"
47970,"LH","73W"
47971,"LH","788"
47972,"LH","788"
47973,"LH","333"
47974,"LH","DH8"
47975,"LH","320"
47976,"LH","321 320"
47977,"LH","320 321"
47978,"LH","333"
47979,"LH","333"
47980,"LH","319"
47981,"LH","321"
47982,"LH","752 763"
47983,"LH","733 735 320 319 32A 321"
47984,"LH","763"
47985,"LH","777"
47986,"LH","E95 CR9"
47987,"LH","763"
47988,"LH","CR9 E95"
47989,"LH","736 717 73W 73H"
47990,"LH","321 32A"
47991,"LH","320 CR9 321 319"
47992,"LH","73H 717 73W 736"
47993,"LH","333 343"
47994,"LH","320"
47995,"LH","321"
47996,"LH","321"
47997,"LH","320"
47998,"LH","343 M1F"
47999,"LH","CRJ"
48000,"LH","CR7"
48001,"LH","333"
48002,"LH","333"
48003,"LH","320"
48004,"LH","333"
48005,"LH","752"
48006,"LH","321 320 319 32A"
48007,"LH","321 319 320 E95"
48008,"LH","320"
48009,"LH","320 32A 319 321"
48010,"LH","E95"
48011,"LH","32A 321 320"
48012,"LH","752"
48013,"LH","735 E90"
48014,"LH","CR9"
48015,"LH","752"
48016,"LH","319 733 32A 321 320"
48017,"LH","E95"
48018,"LH","E90"
48019,"LH","321 320 32A 319"
48020,"LH","319 E95 320"
48021,"LH","332"
48022,"LH","346"
48023,"LH","333"
48024,"LH","747"
48025,"LH","733 735"
48026,"LH","32A 735 321 319 733 320"
48027,"LH","E95"
48028,"LH","74H"
48029,"LH","346"
48030,"LH","744"
48031,"LH","333"
48032,"LH","744 346"
48033,"LH","333"
48034,"LH","319 733 321 735 E90"
48035,"LH","320 E95 319 321"
48036,"LH","E95"
48037,"LH","333"
48038,"LH","332"
48039,"LH","332"
48040,"LH","333"
48041,"LH","332 333"
48042,"LH","764 777"
48043,"LH","333"
48044,"LH","321 735 E90 733 CR7 319 320 32A"
48045,"LH","DH4"
48046,"LH","AR1 DH4 319"
48047,"LH","777 332"
48048,"LH","333"
48049,"LH","332"
48050,"LH","333"
48051,"LH","AR1 319"
48052,"LH","E95 319 320"
48053,"LH","319 AR1"
48054,"LH","332"
48055,"LH","333"
48056,"LH","319 AR1 320"
48057,"LH","AR1 319"
48058,"LH","333"
48059,"LH","CR7"
48060,"LH","AR1"
48061,"LH","CR7 CR9"
48062,"LH","319"
48063,"LH","733 320 321 735 32A"
48064,"LH","320 E95 CR9 319 321"
48065,"LH","E95"
48066,"LH","321 32A"
48067,"LH","738"
48068,"LH","333"
48069,"LH","CR9 319 320"
48070,"LH","764 752 763"
48071,"LH","319 321 32A 735 320 733"
48072,"LH","763"
48073,"LH","E95 320 321 319"
48074,"LH","763"
48075,"LH","320"
48076,"LH","77W"
48077,"LH","77W"
48078,"LH","321 319 320 E95"
48079,"LH","100 F70"
48080,"LH","333"
48081,"LH","E95"
48082,"LH","320"
48083,"LH","346"
48084,"LH","321"
48085,"LH","AB6"
48086,"LH","332"
48087,"LH","CR9 CR2"
48088,"LH","32A 319 733 321 320"
48089,"LH","CR9 E95 320 321 319"
48090,"LH","321 738 320"
48091,"LH","320 CR2 321 319 CR9"
48092,"LH","763"
48093,"LH","319"
48094,"LH","E95 321"
48095,"LH","330"
48096,"LH","320"
48097,"LH","333"
48098,"LH","73W DH8"
48099,"LH","319"
48100,"LH","319 320 735"
48101,"LH","319 E95 320"
48102,"LH","74H"
48103,"LH","333 346"
48104,"LH","744"
48105,"LH","333"
48106,"LH","333"
48107,"LH","333"
48108,"LH","332 333"
48109,"LH","333"
48110,"LH","332"
48111,"LH","32A 321 320"
48112,"LH","321 320 319"
48113,"LH","73H"
48114,"LH","343"
48115,"LH","333"
48116,"LH","333 343"
48117,"LH","CR7 CR9"
48118,"LH","735 733 32A E90"
48119,"LH","E95"
48120,"LH","319"
48121,"LH","343"
48122,"LH","752"
48123,"LH","321"
48124,"LH","320 319"
48125,"LH","320"
48126,"LH","736 717 73W 73H"
48127,"LH","320"
48128,"LH","320"
48129,"LH","CR9"
48130,"LH","319"
48131,"LH","CR9 319 320"
48132,"LH","CR9 CR2"
48133,"LH","319"
48134,"LH","343"
48135,"LH","320"
48136,"LH","319 320 CR7 E90 321"
48137,"LH","CR9"
48138,"LH","CR9"
48139,"LH","DH4"
48140,"LH","320 319"
48141,"LH","319 320"
48142,"LH","320 CR9"
48143,"LH","DH4"
48144,"LH","319 CR9"
48145,"LH","319 320"
48146,"LH","321 320 319"
48147,"LH","319 CR9"
48148,"LH","320 319 CR9"
48149,"LH","CR9"
48150,"LH","788"
48151,"LH","343"
48152,"LH","73G 73W 738 736"
48153,"LH","CR9"
48154,"LH","330"
48155,"LH","321"
48156,"LH","319"
48157,"LH","320 319 CR9"
48158,"LH","320 319 CR9"
48159,"LH","320"
48160,"LH","319 320"
48161,"LH","E75"
48162,"LH","320 319 CR9"
48163,"LH","343"
48164,"LH","333"
48165,"LH","332"
48166,"LH","73W"
48167,"LH","319"
48168,"LH","752"
